Year,SubRecipientCode,City,State,Mode,Basic Information - Subrecipient Reporter Type,Total Operating Expense,Total Active Revenue Vehicles,Annual Vehicle Revenue Miles,Total Unlinked Passenger Trips
2018,6R05-60175,Alice,TX,All,Rural Reporter,"$2,456,150",78.0,1010169.0,271842.0
2018,6R05-60176,Greenville,TX,All,Rural Reporter,"$1,430,081",21.0,595891.0,76119.0
2018,6R05-60179,El Paso,TX,All,Rural Reporter,"$3,762,754",112.0,3710474.0,384881.0
2018,6R05-60185,Laredo,TX,All,Rural Reporter,"$820,281",18.0,218470.0,70086.0
2018,6R05-60186,Kilgore,TX,All,Rural Reporter,"$3,197,638",56.0,1102668.0,105026.0
2018,6R05-60192,Amarillo,TX,All,Rural Reporter,"$3,110,984",90.0,1173820.0,486450.0
2018,6R05-60202,Aspermont,TX,All,Rural Reporter,"$939,110",21.0,361044.0,19268.0
2018,6R05-60208,Dallas,TX,All,Rural Reporter,,,990477.0,89771.0
2018,6R05-60238,Columbus,TX,All,Rural Reporter,"$1,512,896",48.0,433026.0,97638.0
2018,6R05-60241,Odessa,TX,All,Rural Reporter,,,386723.0,16846.0
2018,6R05-60243,Lamesa,TX,All,Rural Reporter,"$4,443,072",113.0,1784471.0,120720.0
2018,6R05-60256,Uvalde,TX,All,Rural Reporter,"$2,620,033",60.0,929369.0,144276.0
2018,6R05-60262,Coleman,TX,All,Rural Reporter,"$3,904,043",70.0,1415069.0,164178.0
2018,6R05-60264,Glen Rose,TX,All,Rural Reporter,"$959,284",29.0,325973.0,29139.0
2018,6R05-66271,Austin,TX,All,Rural Reporter,"$7,084,241",135.0,1451782.0,236492.0
2018,6R05-66276,Waco,TX,All,Rural Reporter,"$1,597,914",30.0,740125.0,68303.0
2018,6R05-66277,Port Lavaca,TX,All,Rural Reporter,"$152,732",4.0,83931.0,11631.0
2018,6R05-66278,Palacios,TX,All,Rural Reporter,"$405,014",11.0,227909.0,20129.0
2018,6R05-66279,Gonzales,TX,All,Rural Reporter,"$162,216",7.0,25858.0,17511.0
2018,6R05-66280,Hallettsville,TX,All,Rural Reporter,"$164,892",10.0,82918.0,9926.0
2018,6R05-66281,Goliad,TX,All,Rural Reporter,"$234,726",6.0,83935.0,10176.0
2018,7R01-50274,Minneapolis,MN,All,Rural Reporter,,,440808.0,50788.0
2018,7R01-70064,Waterloo,IA,All,Rural Reporter,"$2,024,313",37.0,448071.0,201424.0
2018,7R01-70066,Des Moines,IA,All,Rural Reporter,"$3,284,072",114.0,1145795.0,400392.0
2018,7R01-70092,Marshalltown,IA,All,Rural Reporter,"$664,231",10.0,116376.0,100178.0
2018,7R01-70101,Muscatine,IA,All,Rural Reporter,"$1,017,435",11.0,266595.0,156209.0
2018,7R01-70108,Fort Dodge,IA,All,Rural Reporter,"$1,050,741",22.0,245851.0,114640.0
2018,7R01-70111,Burlington,IA,All,Rural Reporter,"$952,099",15.0,220932.0,213044.0
2018,7R01-70116,West Burlington,IA,All,Rural Reporter,,,1423491.0,201580.0
2018,7R01-70118,Ottumwa,IA,All,Rural Reporter,"$1,174,743",14.0,227410.0,138618.0
2018,7R01-70129,Sioux City,IA,All,Rural Reporter,"$3,530,283",51.0,953351.0,291355.0
2018,7R01-70136,Dubuque,IA,All,Rural Reporter,"$2,055,255",37.0,411158.0,237287.0
2018,7R01-70138,Cedar Rapids,IA,All,Rural Reporter,"$4,119,231",76.0,1193571.0,262538.0
2018,7R01-70173,Clinton,IA,All,Rural Reporter,"$1,796,081",29.0,408326.0,287599.0
2018,7R01-70185,Mason City,IA,All,Rural Reporter,"$3,169,585",93.0,1082383.0,539456.0
2018,7R01-70195,Decorah,IA,All,Rural Reporter,"$3,288,275",52.0,926250.0,219572.0
2018,7R01-70217,West Burlington,IA,All,Rural Reporter,"$1,058,637",23.0,370473.0,220694.0
2018,7R01-70219,Marshalltown,IA,All,Rural Reporter,"$857,943",23.0,293482.0,82420.0
2018,7R01-70221,Creston,IA,All,Rural Reporter,"$1,521,483",39.0,559438.0,184646.0
2018,7R01-70224,Carroll,IA,All,Rural Reporter,"$2,319,683",58.0,1154688.0,154864.0
2018,7R01-70240,Spencer,IA,All,Rural Reporter,"$3,570,679",66.0,1006754.0,290923.0
2018,7R01-70242,Ottumwa,IA,All,Rural Reporter,"$2,506,810",70.0,1462745.0,354830.0
2018,7R01-70256,Fort Dodge,IA,All,Rural Reporter,"$1,315,143",40.0,315730.0,257306.0
2018,7R01-70258,Atlantic,IA,All,Rural Reporter,"$3,205,540",96.0,1552364.0,516251.0
2018,7R01-70260,Mason City,IA,All,Rural Reporter,"$943,516",21.0,355595.0,211220.0
2018,7R02-70054,Wichita,KS,All,Rural Reporter,"$276,689",6.0,113011.0,5240.0
2018,7R02-70060,Hays,KS,All,Rural Reporter,"$785,521",11.0,160880.0,69284.0
2018,7R02-70062,Colby,KS,All,Rural Reporter,"$95,262",2.0,28553.0,10628.0
2018,7R02-70068,Concordia,KS,All,Rural Reporter,"$157,092",2.0,44340.0,21452.0
2018,7R02-70070,Garden City,KS,All,Rural Reporter,"$1,213,439",18.0,240175.0,84087.0
2018,7R02-70072,Council Grove,KS,All,Rural Reporter,"$92,777",3.0,77251.0,4622.0
2018,7R02-70078,Girard,KS,All,Rural Reporter,"$506,840",22.0,185236.0,42152.0
2018,7R02-70080,Abilene,KS,All,Rural Reporter,"$69,205",2.0,30396.0,15562.0
2018,7R02-70084,Norton,KS,All,Rural Reporter,"$39,104",1.0,2501.0,2359.0
2018,7R02-70086,LaCrosse,KS,All,Rural Reporter,"$37,160",2.0,19502.0,2594.0
2018,7R02-70087,Lincoln,KS,All,Rural Reporter,"$60,583",2.0,13670.0,1452.0
2018,7R02-70088,Plainville,KS,All,Rural Reporter,"$116,812",2.0,74593.0,4517.0
2018,7R02-70089,Bonner Springs,KS,All,Rural Reporter,"$77,521",4.0,21053.0,7931.0
2018,7R02-70094,Wakeeney,KS,All,Rural Reporter,"$36,352",1.0,4997.0,7782.0
2018,7R02-70096,Mound City,KS,All,Rural Reporter,"$82,929",2.0,45225.0,1761.0
2018,7R02-70102,Oberlin,KS,All,Rural Reporter,"$31,742",2.0,11051.0,7285.0
2018,7R02-70103,Oskaloosa,KS,All,Rural Reporter,"$120,489",8.0,122427.0,5485.0
2018,7R02-70105,Smith Center,KS,All,Rural Reporter,"$23,739",1.0,8966.0,5274.0
2018,7R02-70109,Osage City,KS,All,Rural Reporter,"$137,852",4.0,149989.0,12442.0
2018,7R02-70115,Hoisington,KS,All,Rural Reporter,"$34,645",1.0,9359.0,6060.0
2018,7R02-70120,Herington,KS,All,Rural Reporter,"$27,475",1.0,8215.0,5078.0
2018,7R02-70122,Westmoreland,KS,All,Rural Reporter,"$137,965",3.0,50113.0,9135.0
2018,7R02-70123,Great Bend,KS,All,Rural Reporter,"$157,117",5.0,74605.0,22396.0
2018,7R02-70132,Troy,KS,All,Rural Reporter,"$86,404",5.0,96642.0,4129.0
2018,7R02-70135,Chanute,KS,All,Rural Reporter,"$122,002",9.0,71180.0,29467.0
2018,7R02-70137,Great Bend,KS,All,Rural Reporter,"$470,620",8.0,310759.0,50048.0
2018,7R02-70139,Dodge City,KS,All,Rural Reporter,"$655,794",11.0,240145.0,48732.0
2018,7R02-70141,Pratt,KS,All,Rural Reporter,"$59,491",3.0,40512.0,21575.0
2018,7R02-70142,Elwood,KS,All,Rural Reporter,"$70,577",3.0,103844.0,7037.0
2018,7R02-70144,Cottonwood Falls,KS,All,Rural Reporter,"$54,083",2.0,6838.0,3353.0
2018,7R02-70145,Salina,KS,All,Rural Reporter,"$2,720,528",59.0,1137025.0,332760.0
2018,7R02-70146,Minneapolis,KS,All,Rural Reporter,"$102,581",4.0,50721.0,6154.0
2018,7R02-70158,Howard,KS,All,Rural Reporter,"$86,585",2.0,66675.0,2289.0
2018,7R02-70163,Paola,KS,All,Rural Reporter,"$36,696",2.0,24369.0,4839.0
2018,7R02-70167,Ellsworth,KS,All,Rural Reporter,"$53,327",1.0,11526.0,3158.0
2018,7R02-70171,Wilson,KS,All,Rural Reporter,"$7,270",2.0,3897.0,477.0
2018,7R02-70178,Paola,KS,All,Rural Reporter,"$75,530",10.0,35144.0,1823.0
2018,7R02-70179,McPherson,KS,All,Rural Reporter,"$147,163",5.0,30166.0,14414.0
2018,7R02-70180,Hutchinson,KS,All,Rural Reporter,"$1,289,510",14.0,400715.0,115329.0
2018,7R02-70184,Louisburg,KS,All,Rural Reporter,"$58,611",3.0,34805.0,3177.0
2018,7R02-70186,Eureka,KS,All,Rural Reporter,"$104,188",5.0,58999.0,26728.0
2018,7R02-70187,Arkansas City,KS,All,Rural Reporter,"$119,248",9.0,49633.0,38854.0
2018,7R02-70191,Phillipsburg,KS,All,Rural Reporter,"$60,751",2.0,17145.0,5381.0
2018,7R02-70196,Belleville,KS,All,Rural Reporter,"$49,584",2.0,11033.0,21120.0
2018,7R02-70197,Dighton,KS,All,Rural Reporter,"$12,681",1.0,8691.0,1345.0
2018,7R02-70199,Oakley,KS,All,Rural Reporter,"$48,921",1.0,10862.0,6554.0
2018,7R02-70201,Lawrence,KS,All,Rural Reporter,"$343,660",4.0,38487.0,2962.0
2018,7R02-70204,Garnett,KS,All,Rural Reporter,"$60,123",3.0,17464.0,9844.0
2018,7R02-70206,Kingaman,KS,All,Rural Reporter,"$87,363",2.0,25953.0,1578.0
2018,7R02-70208,Marysville,KS,All,Rural Reporter,"$144,899",3.0,62607.0,8633.0
2018,7R02-70209,Independence,KS,All,Rural Reporter,"$1,080,355",30.0,763138.0,71803.0
2018,7R02-70210,Lyons,KS,All,Rural Reporter,"$182,852",3.0,71046.0,6992.0
2018,7R02-70213,Seneca,KS,All,Rural Reporter,"$261,033",6.0,103172.0,19774.0
2018,7R02-70215,Goodland,KS,All,Rural Reporter,"$24,277",1.0,14623.0,4834.0
2018,7R02-70218,Alma,KS,All,Rural Reporter,"$73,555",2.0,60277.0,2838.0
2018,7R02-70222,Burlington,KS,All,Rural Reporter,"$361,288",10.0,250646.0,23098.0
2018,7R02-70225,Ottawa,KS,All,Rural Reporter,"$136,450",4.0,70324.0,13397.0
2018,7R02-70226,Columbus,KS,All,Rural Reporter,"$206,819",25.0,155673.0,33546.0
2018,7R02-70227,Liberal,KS,All,Rural Reporter,"$348,240",8.0,140022.0,27458.0
2018,7R02-70228,Anthony,KS,All,Rural Reporter,"$111,590",4.0,77611.0,8259.0
2018,7R02-70235,Winfield,KS,All,Rural Reporter,"$233,184",5.0,63769.0,12419.0
2018,7R02-70238,Newton,KS,All,Rural Reporter,"$166,923",7.0,74547.0,5948.0
2018,7R02-70241,Russell,KS,All,Rural Reporter,"$73,082",2.0,24250.0,12965.0
2018,7R02-70243,Wichita,KS,All,Rural Reporter,,,437950.0,7315.0
2018,7R02-70245,Osawatomie,KS,All,Rural Reporter,"$75,758",4.0,25059.0,6796.0
2018,7R02-70248,Emporia,KS,All,Rural Reporter,"$484,609",7.0,124815.0,45307.0
2018,7R02-70250,Clay Center,KS,All,Rural Reporter,"$54,369",1.0,7756.0,3240.0
2018,7R02-70255,Beloit,KS,All,Rural Reporter,"$429,194",6.0,173360.0,9341.0
2018,7R02-70259,Wellington,KS,All,Rural Reporter,"$220,939",6.0,74339.0,23686.0
2018,7R02-70266,Kingman,KS,All,Rural Reporter,"$102,342",2.0,13530.0,8709.0
2018,7R02-70267,Atchinson,KS,All,Rural Reporter,"$97,395",2.0,33310.0,10959.0
2018,7R02-70268,Quinter,KS,All,Rural Reporter,"$36,472",2.0,42115.0,1464.0
2018,7R02-77076,Atwood,KS,All,Rural Reporter,"$36,769",2.0,12638.0,4620.0
2018,7R02-77079,Hiawatha,KS,All,Rural Reporter,"$228,855",5.0,89758.0,6510.0
2018,7R02-77082,St. Francis,KS,All,Rural Reporter,"$42,782",1.0,18322.0,2839.0
2018,7R02-77083,McPherson,KS,All,Rural Reporter,"$160,286",5.0,49651.0,22608.0
2018,7R03-50274,Minneapolis,MN,All,Rural Reporter,,,455629.0,59407.0
2018,7R03-60208,Dallas,TX,All,Rural Reporter,,,349980.0,7185.0
2018,7R03-70063,Malden,MO,All,Rural Reporter,"$569,360",16.0,374531.0,40275.0
2018,7R03-70067,Bloomfield,MO,All,Rural Reporter,"$55,723",2.0,14495.0,6137.0
2018,7R03-70085,Mt. Vernon,MO,All,Rural Reporter,"$145,825",3.0,32988.0,16256.0
2018,7R03-70090,Dexter,MO,All,Rural Reporter,"$256,420",,176796.0,4321.0
2018,7R03-70091,Fredericktown,TX,All,Rural Reporter,"$7,882,301",179.0,3628970.0,314096.0
2018,7R03-70099,Licking,MO,All,Rural Reporter,"$69,727",2.0,39741.0,1462.0
2018,7R03-70106,Richmond,MO,All,Rural Reporter,"$916,865",23.0,391688.0,54730.0
2018,7R03-70114,Doniphan,MO,All,Rural Reporter,"$478,131",18.0,384826.0,18303.0
2018,7R03-70116,West Burlington,IA,All,Rural Reporter,,,110960.0,9977.0
2018,7R03-70133,Columbia,MO,All,Rural Reporter,"$31,728,085",853.0,15650547.0,1551311.0
2018,7R03-70134,Nevada,MO,All,Rural Reporter,"$66,820",1.0,27799.0,7589.0
2018,7R03-70140,East Prairie,MO,All,Rural Reporter,"$321,821",7.0,199698.0,19839.0
2018,7R03-70147,New Madrid,MO,All,Rural Reporter,"$112,986",2.0,14025.0,7249.0
2018,7R03-70152,Carthage,MO,All,Rural Reporter,"$90,726",2.0,46798.0,13274.0
2018,7R03-70155,West Plains,MO,All,Rural Reporter,"$173,491",5.0,40683.0,12971.0
2018,7R03-70162,Excelsior Springs,MO,All,Rural Reporter,"$161,773",3.0,22674.0,7473.0
2018,7R03-70165,Houston,MO,All,Rural Reporter,"$118,128",2.0,21563.0,15738.0
2018,7R03-70168,Sikeston,MO,All,Rural Reporter,"$331,877",7.0,136856.0,24987.0
2018,7R03-70177,El Dorado Springs,MO,All,Rural Reporter,"$129,691",2.0,26021.0,12293.0
2018,7R03-70189,Clinton,MO,All,Rural Reporter,"$140,357",4.0,34841.0,17040.0
2018,7R03-70211,Lamar,MO,All,Rural Reporter,"$133,892",3.0,44356.0,19809.0
2018,7R03-70257,Macon,MO,All,Rural Reporter,"$69,645",1.0,12479.0,3552.0
2018,7R03-70263,Fulton,MO,All,Rural Reporter,"$558,518",13.0,280320.0,33420.0
2018,7R04-70058,Chadron,NE,All,Rural Reporter,"$37,107",2.0,21983.0,1612.0
2018,7R04-70069,Schuyler,NE,All,Rural Reporter,"$41,581",1.0,8456.0,4258.0
2018,7R04-70073,Hastings,NE,All,Rural Reporter,"$193,969",6.0,76529.0,9773.0
2018,7R04-70074,Sidney,NE,All,Rural Reporter,"$216,609",4.0,62451.0,16395.0
2018,7R04-70076,Beatrice,NE,All,Rural Reporter,"$683,202",19.0,170708.0,56888.0
2018,7R04-70079,Hyannis,NE,All,Rural Reporter,"$17,492",1.0,6946.0,75.0
2018,7R04-70081,Kearney,NE,All,Rural Reporter,"$1,743,506",55.0,456542.0,159757.0
2018,7R04-70095,Fullerton,NE,All,Rural Reporter,"$67,257",3.0,32376.0,1927.0
2018,7R04-70098,Guide Rock,NE,All,Rural Reporter,"$30,237",2.0,23166.0,1135.0
2018,7R04-70100,Stratton,NE,All,Rural Reporter,"$100,372",3.0,83462.0,2080.0
2018,7R04-70107,Alliance,NE,All,Rural Reporter,"$252,252",6.0,71551.0,30107.0
2018,7R04-70110,Chappell,NE,All,Rural Reporter,"$53,450",5.0,54329.0,2517.0
2018,7R04-70112,Humboldt,NE,All,Rural Reporter,"$79,483",3.0,22877.0,10222.0
2018,7R04-70113,Burwell,NE,All,Rural Reporter,"$34,575",4.0,24108.0,608.0
2018,7R04-70119,Broken Bow,NE,All,Rural Reporter,"$67,551",1.0,19313.0,6804.0
2018,7R04-70121,David City,NE,All,Rural Reporter,"$69,561",4.0,46107.0,4844.0
2018,7R04-70124,Oakland,NE,All,Rural Reporter,"$63,991",4.0,26532.0,2710.0
2018,7R04-70125,Neligh,NE,All,Rural Reporter,"$47,445",2.0,8723.0,10680.0
2018,7R04-70126,Grant,NE,All,Rural Reporter,"$65,459",3.0,14196.0,8848.0
2018,7R04-70127,Ogallala,NE,All,Rural Reporter,"$155,567",4.0,48762.0,28833.0
2018,7R04-70128,Imperial,NE,All,Rural Reporter,"$183,626",5.0,64598.0,26664.0
2018,7R04-70130,Ord,NE,All,Rural Reporter,"$86,442",4.0,37037.0,4650.0
2018,7R04-70143,Mullen,NE,All,Rural Reporter,"$16,948",3.0,15498.0,255.0
2018,7R04-70148,Western,NE,All,Rural Reporter,"$261,730",6.0,69549.0,10006.0
2018,7R04-70153,North Platte,NE,All,Rural Reporter,"$688,670",12.0,163125.0,82688.0
2018,7R04-70156,Norfolk,NE,All,Rural Reporter,"$462,992",7.0,144457.0,33345.0
2018,7R04-70159,Red Cloud,NE,All,Rural Reporter,"$113,087",9.0,44868.0,3289.0
2018,7R04-70160,Omaha,NE,All,Rural Reporter,"$643,660",15.0,321020.0,19913.0
2018,7R04-70164,Lincoln,NE,All,Rural Reporter,"$73,617",3.0,33557.0,2528.0
2018,7R04-70181,Tecumseh,NE,All,Rural Reporter,"$62,112",1.0,12152.0,3949.0
2018,7R04-70182,Holdrege,NE,All,Rural Reporter,"$134,514",4.0,32367.0,13391.0
2018,7R04-70183,Gering,NE,All,Rural Reporter,"$575,032",11.0,205258.0,38701.0
2018,7R04-70192,Loup City,NE,All,Rural Reporter,"$32,513",1.0,9401.0,1432.0
2018,7R04-70193,Plainview,NE,All,Rural Reporter,"$16,863",1.0,3663.0,939.0
2018,7R04-70194,Cambridge,NE,All,Rural Reporter,"$61,532",2.0,28613.0,3245.0
2018,7R04-70198,Alma,NE,All,Rural Reporter,"$63,388",2.0,19973.0,2523.0
2018,7R04-70200,Kimball,NE,All,Rural Reporter,"$128,212",4.0,28274.0,9723.0
2018,7R04-70202,Albion,NE,All,Rural Reporter,"$46,460",2.0,19274.0,2445.0
2018,7R04-70203,Bridgeport,NE,All,Rural Reporter,"$83,004",3.0,9390.0,1744.0
2018,7R04-70205,Geneva,NE,All,Rural Reporter,"$99,006",4.0,33328.0,5141.0
2018,7R04-70212,Wynot,NE,All,Rural Reporter,"$144,708",5.0,124755.0,5320.0
2018,7R04-70214,Columbus,NE,All,Rural Reporter,"$235,225",5.0,36849.0,10548.0
2018,7R04-70216,Creighton,NE,All,Rural Reporter,"$135,882",5.0,89072.0,5186.0
2018,7R04-70220,O Neill,NE,All,Rural Reporter,"$187,080",8.0,58981.0,17788.0
2018,7R04-70223,York,NE,All,Rural Reporter,"$141,987",4.0,54819.0,9531.0
2018,7R04-70232,McCook,NE,All,Rural Reporter,"$135,363",3.0,15386.0,7539.0
2018,7R04-70233,Wayne,NE,All,Rural Reporter,"$89,427",4.0,14560.0,8114.0
2018,7R04-70234,Central City,NE,All,Rural Reporter,"$78,786",2.0,15910.0,9011.0
2018,7R04-70244,Benkelman,NE,All,Rural Reporter,"$39,418",1.0,2719.0,1601.0
2018,7R04-70246,Seward,NE,All,Rural Reporter,"$196,875",4.0,63793.0,13549.0
2018,7R04-70247,Crawford,NE,All,Rural Reporter,"$67,448",2.0,12502.0,3381.0
2018,7R04-70253,Wahoo,NE,All,Rural Reporter,"$77,840",6.0,16897.0,2718.0
2018,7R04-70265,Chadron,NE,All,Rural Reporter,"$58,654",2.0,16248.0,8798.0
2018,7R04-70269,Norfolk,NE,All,Rural Reporter,,,354055.0,20128.0
2018,7R04-77078,Oshkosh,NE,All,Rural Reporter,"$147,952",3.0,61799.0,5053.0
2018,7R04-77080,Alliance,NE,All,Rural Reporter,,,52243.0,561.0
2018,7R04-77081,Atkinson,NE,All,Rural Reporter,,,46072.0,73.0
2018,8R01-60208,Dallas,TX,All,Rural Reporter,,,298875.0,19512.0
2018,8R01-70269,Norfolk,NE,All,Rural Reporter,,,98608.0,8073.0
2018,8R01-80115,Lamar,CO,All,Rural Reporter,"$413,302",7.0,93971.0,25406.0
2018,8R01-80118,Westcliffe,CO,All,Rural Reporter,"$81,345",20.0,50762.0,2309.0
2018,8R01-80119,Black Hawk,CO,All,Rural Reporter,"$633,643",6.0,76533.0,237777.0
2018,8R01-80150,Crested Butte,CO,All,Rural Reporter,"$1,381,452",10.0,357051.0,194953.0
2018,8R01-80155,Gypsum,CO,All,Rural Reporter,"$10,091,853",37.0,1984302.0,1058885.0
2018,8R01-80159,Crested Butte,CO,All,Rural Reporter,"$1,567,386",26.0,218361.0,690774.0
2018,8R01-80161,Breckenridge,CO,All,Rural Reporter,"$10,579,762",30.0,1670783.0,1697776.0
2018,8R01-80162,Stratton,CO,All,Rural Reporter,"$225,249",14.0,77248.0,45312.0
2018,8R01-80168,Dove Creek,CO,All,Rural Reporter,"$196,627",9.0,74415.0,6234.0
2018,8R01-80170,Breckenridge,CO,All,Rural Reporter,"$4,292,123",16.0,498839.0,1174127.0
2018,8R01-80186,Steamboat Springs,CO,All,Rural Reporter,"$3,592,486",21.0,636706.0,1093637.0
2018,8R01-80189,Ignacio,CO,All,Rural Reporter,"$902,252",10.0,358024.0,30677.0
2018,8R01-80201,Cortez,CO,All,Rural Reporter,"$170,914",8.0,124314.0,24452.0
2018,8R01-80206,Durango,CO,All,Rural Reporter,"$2,150,049",12.0,357901.0,361610.0
2018,8R01-80221,Fort Morgan,CO,All,Rural Reporter,"$1,683,932",66.0,745722.0,145149.0
2018,8R01-80225,La Junta,CO,All,Rural Reporter,"$156,016",4.0,31643.0,17784.0
2018,8R01-80227,Trinidad,CO,All,Rural Reporter,"$670,740",19.0,179117.0,52320.0
2018,8R01-80237,Salida,CO,All,Rural Reporter,"$283,084",9.0,125637.0,15665.0
2018,8R01-80256,Mountain Village,CO,All,Rural Reporter,"$3,766,949",86.0,4263448.0,3094448.0
2018,8R01-80258,Glenwood Springs,CO,All,Rural Reporter,"$1,271,292",3.0,119766.0,169868.0
2018,8R01-80263,Snowmass Village,CO,All,Rural Reporter,"$3,429,838",29.0,370084.0,531940.0
2018,8R01-80267,Pueblo,CO,All,Rural Reporter,"$943,303",19.0,373942.0,31920.0
2018,8R01-80274,Canon City,CO,All,Rural Reporter,"$256,333",7.0,75335.0,9559.0
2018,8R01-80275,Cripple Creek,CO,All,Rural Reporter,"$363,001",7.0,78274.0,49974.0
2018,8R01-80280,Pagosa Springs,CO,All,Rural Reporter,"$204,550",4.0,61093.0,10213.0
2018,8R01-80285,Boulder,CO,All,Rural Reporter,"$4,755,952",57.0,695927.0,156485.0
2018,8R01-80289,Glenwood Springs,CO,All,Rural Reporter,"$32,342,251",211.0,4703371.0,4986079.0
2018,8R01-88213,Leadville,CO,All,Rural Reporter,"$303,639",8.0,120978.0,32475.0
2018,8R01-88215,Montrose,CO,All,Rural Reporter,"$1,430,153",28.0,390996.0,117395.0
2018,8R01-88225,Winter Park,CO,All,Rural Reporter,"$2,211,146",31.0,409474.0,523438.0
2018,8R01-88226,Telluride,CO,All,Rural Reporter,"$854,709",8.0,195565.0,301154.0
2018,8R01-88228,Avon,CO,All,Rural Reporter,"$1,334,966",9.0,204661.0,424696.0
2018,8R01-88229,Las Animas,CO,All,Rural Reporter,"$259,928",5.0,223764.0,44887.0
2018,8R01-88230,Woodland Park,CO,All,Rural Reporter,"$221,806",6.0,76713.0,7845.0
2018,8R01-88285,Gunnison,CO,All,Rural Reporter,,,66035.0,8127.0
2018,8R02-00304,Rexburg,ID,All,Rural Reporter,,,117165.0,4726.0
2018,8R02-50274,Minneapolis,MN,All,Rural Reporter,,,616463.0,83190.0
2018,8R02-80117,Jordan,MT,All,Rural Reporter,"$32,306",3.0,15484.0,1463.0
2018,8R02-80134,Chester,MT,All,Rural Reporter,"$146,760",7.0,32977.0,11550.0
2018,8R02-80135,Ekalaka,MT,All,Rural Reporter,"$32,166",2.0,27677.0,863.0
2018,8R02-80137,Helena,MT,All,Rural Reporter,"$1,444,569",10.0,218357.0,95205.0
2018,8R02-80139,Forsyth,MT,All,Rural Reporter,"$98,864",2.0,52308.0,2156.0
2018,8R02-80142,Hamilton,MT,All,Rural Reporter,"$210,179",10.0,67219.0,19074.0
2018,8R02-80144,Whitehall,MT,All,Rural Reporter,"$128,362",5.0,41005.0,32899.0
2018,8R02-80164,Hot Springs,MT,All,Rural Reporter,"$260,288",15.0,154128.0,15921.0
2018,8R02-80166,Glendive,MT,All,Rural Reporter,"$292,473",6.0,63666.0,16981.0
2018,8R02-80167,Broadus,MT,All,Rural Reporter,"$167,934",8.0,79136.0,2882.0
2018,8R02-80169,Shelby,MT,All,Rural Reporter,"$252,017",6.0,121265.0,13257.0
2018,8R02-80172,Libby,MT,All,Rural Reporter,"$286,482",12.0,175266.0,12659.0
2018,8R02-80173,Superior,MT,All,Rural Reporter,"$10,303",1.0,11833.0,1375.0
2018,8R02-80174,Butte,MT,All,Rural Reporter,"$1,188,179",11.0,231366.0,229639.0
2018,8R02-80183,Glasgow,MT,All,Rural Reporter,"$688,555",11.0,124285.0,81311.0
2018,8R02-80184,Ronan,MT,All,Rural Reporter,"$109,521",6.0,77610.0,8634.0
2018,8R02-80200,Missoula,MT,All,Rural Reporter,"$296,109",26.0,330854.0,32000.0
2018,8R02-80204,Havre,MT,All,Rural Reporter,"$315,945",4.0,106567.0,18528.0
2018,8R02-80205,Scobey,MT,All,Rural Reporter,"$48,028",2.0,14193.0,1634.0
2018,8R02-80220,Kalispell,MT,All,Rural Reporter,"$1,227,431",47.0,322847.0,105662.0
2018,8R02-80224,Malta,MT,All,Rural Reporter,"$236,349",9.0,67664.0,42029.0
2018,8R02-80235,Bozeman,MT,All,Rural Reporter,"$1,878,483",24.0,656500.0,360881.0
2018,8R02-80236,Lewistown,MT,All,Rural Reporter,"$237,022",8.0,74977.0,16374.0
2018,8R02-80254,Plentywood,MT,All,Rural Reporter,"$384,111",11.0,104495.0,49184.0
2018,8R02-80255,Big Sky,MT,All,Rural Reporter,"$1,858,395",26.0,521846.0,188960.0
2018,8R02-80259,Sidney,MT,All,Rural Reporter,"$272,856",11.0,50920.0,31030.0
2018,8R02-80262,Laurel,MT,All,Rural Reporter,"$35,104",2.0,9201.0,2085.0
2018,8R02-80269,West Yellowstone,MT,All,Rural Reporter,"$58,157",2.0,22960.0,1273.0
2018,8R02-88216,DIllon,MT,All,Rural Reporter,"$82,967",2.0,16069.0,10803.0
2018,8R02-88217,Baker,MT,All,Rural Reporter,"$105,694",3.0,20135.0,6905.0
2018,8R02-88218,Deer Lodge,MT,All,Rural Reporter,"$46,260",3.0,14595.0,4332.0
2018,8R03-50274,Minneapolis,MN,All,Rural Reporter,,,390826.0,2224.0
2018,8R03-80114,Dickinson,ND,All,Rural Reporter,"$911,945",12.0,158868.0,48144.0
2018,8R03-80122,Devils Lake,ND,All,Rural Reporter,"$308,257",6.0,51138.0,33877.0
2018,8R03-80124,Jamestown,ND,All,Rural Reporter,"$700,083",13.0,175637.0,60141.0
2018,8R03-80125,Valley City,ND,All,Rural Reporter,"$1,415,879",31.0,707703.0,128757.0
2018,8R03-80129,Drayton,ND,All,Rural Reporter,"$260,002",6.0,104487.0,7599.0
2018,8R03-80130,Ellendale,ND,All,Rural Reporter,"$56,604",3.0,9607.0,4715.0
2018,8R03-80152,Rolla,ND,All,Rural Reporter,"$210,631",5.0,223852.0,16635.0
2018,8R03-80160,Williston,ND,All,Rural Reporter,"$424,002",12.0,101675.0,21103.0
2018,8R03-80196,Kenmare,ND,All,Rural Reporter,"$84,075",2.0,11548.0,10908.0
2018,8R03-80228,Steele,ND,All,Rural Reporter,"$111,397",3.0,50128.0,6196.0
2018,8R03-80233,Langdon,ND,All,Rural Reporter,"$159,480",3.0,52728.0,7234.0
2018,8R03-80238,Bismarck,ND,All,Rural Reporter,"$712,396",22.0,165927.0,33823.0
